"iata,""type"",""name_ru"",""name_en"",""coordinates"",""timezone"",""parent_name_en"""
"HFF,""city"",""Хоффман"",""Hoffman"",,""America/Chicago"",""United States"""
"HFN,""city"",""Хорнафьордур"",""Hornafjordur"",""64.3:-15.23"",""Atlantic/Reykjavik"",""Iceland"""
"HFS,""city"",""Хагфорс"",""Hagfors"",""60.02:13.58"",""Europe/Stockholm"",""Sweden"""
"HFT,""city"",""Хаммерфест"",""Hammerfest"",""70.6634382:23.6819665"",""Europe/Oslo"",""Norway"""
"HFY,""city"",""Гринвуд"",""Greenwood"",""39.6136578:-86.1066526"",,""United States"""
"HGA,""city"",""Харгейса"",""Hargeisa"",""9.562389:44.0770134"",""Africa/Mogadishu"",""Somalia"""
"HGD,""city"",""Хьюэнден"",""Hughenden"",""-20.842555:144.2006689"",""Australia/Brisbane"",""Australia"""
"HGH,""city"",""Ханчжоу"",""Hangzhou"",""30.274089:120.155069"",""Asia/Shanghai"",""China"""
"HGI,""city"",""Хиглиег"",""Higlieg"",,,""Sudan"""
"HGL,""city"",""Хельголанд"",""Helgoland"",""54.1802118:7.8890214"",""Europe/Berlin"",""Germany"""
"HGN,""city"",""Мае Хонг Сон"",""Mae Hong Son"",""18.7370307:97.87216"",""Asia/Bangkok"",""Thailand"""
"HGO,""city"",""Корого"",""Korhogo"",""9.446405:-5.644649"",""Africa/Abidjan"",""Ivory Coast"""
"HGR,""city"",""Хагерстаун"",""Hagerstown"",""39.6417629:-77.7199932"",""America/Indiana/Indianapolis"",""United States"""
"HGT,""city"",""Джолон"",""Jolon"",,""Asia/Jerusalem"",""United States"""
"HGU,""city"",""Маунт-Хаген"",""Mount Hagen"",""-5.86471:144.220093"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"HGZ,""city"",""Хогатза"",""Hogatza"",""66.22:-155.67"",""America/Nome"",""United States"""
"HHE,""city"",""Хатинохе"",""Hachinohe"",""40.5122839:141.4883986"",""Asia/Tokyo"",""Japan"""
"HHH,""city"",""Хилтон-Хед-Айленд"",""Hilton Head"",""32.216316:-80.752608"",""America/Kentucky/Monticello"",""United States"""
"HHI,""city"",""Вахиава"",""Wahiawa"",,""Pacific/Honolulu"",""United States"""
"HHN,""city"",""Хан"",""Hahn"",""49.9621651:7.2707005"",,""Germany"""
"HHQ,""city"",""Хуахин"",""Hua Hin"",""12.5686111:99.9577778"",""Asia/Bangkok"",""Thailand"""
"HHR,""city"",""Хоторн"",""Hawthorne"",""33.9164032:-118.3525748"",""America/New_York"",""United States"""
"HHZ,""city"",""Хикуэру"",""Hikueru"",""-17.54:-142.61"",""Pacific/Tahiti"",""French Polynesia"""
"HIA,""city"",""Хуайань"",""Huai'an"",""33.5:119.133333"",""Asia/Harbin"",""China"""
"HIB,""city"",""Чисолм"",""Chisholm"",""47.4890971:-92.883796"",""America/Chicago"",""United States"""
"HID,""city"",""Хорн Айленд"",""Horn Island"",""-10.6:142.2833333"",""Australia/Brisbane"",""Australia"""
"HIE,""city"",""Уайтфилд"",""Whitefield"",""44.3731161:-71.6100845"",""America/Chicago"",""United States"""
"HIG,""city"",""Хайбари"",""Highbury"",""-16.42:143.15"",""Australia/Perth"",""Australia"""
"HIH,""city"",""Остров Хук"",""Hook Island"",""-20.1135349:148.9263611"",""Australia/Lindeman"",""Australia"""
"HII,""city"",""Лейк-Хавасу-Сити"",""Lake Havasu City"",""34.483901:-114.3224548"",""America/Phoenix"",""United States"""
"HIJ,""city"",""Хиросима"",""Hiroshima"",""34.3852029:132.4552927"",""Asia/Tokyo"",""Japan"""
"HIL,""city"",""Шилаво"",""Shillavo"",""6.0778914:44.7633412"",""Africa/Addis_Ababa"",""Ethiopia"""
"HIM,""city"",,""Hingurakgoda"",,,""Sri Lanka"""
"HIN,""city"",""Чинджу"",""Jinju"",""35.1799817:128.1076213"",""Asia/Seoul"",""South Korea"""
"HIO,""city"",""Хиллсборо"",""Hillsboro"",""45.5228939:-122.989827"",""America/Chicago"",""United States"""
"HIP,""city"",""Хедингли"",""Headingly"",""-21.316667:138.3"",""Australia/Brisbane"",""Australia"""
"HIR,""city"",""Хониара"",""Honiara"",""-9.430384:159.948323"",""Pacific/Guadalcanal"",""Solomon Islands"""
"HIS,""city"",""Хейман Айленд"",""Hayman Island"",""-20.0515467:148.8873494"",""Australia/Lindeman"",""Australia"""
"HIT,""city"",""Хиваро"",""Hivaro"",""-6.93:143.07"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"HIX,""city"",""Доминика"",""Hiva Oa"",""-9.7546726:-139.0211225"",""Pacific/Gambier"",""French Polynesia"""
"HJJ,""city"",""Чжэцзян"",""Zhi Jiang"",""30.266292:120.153823"",,""China"""
"HJR,""city"",""Хаджурахо"",""Khajuraho"",""24.842321:79.92463"",""Asia/Kolkata"",""India"""
"HJT,""city"",""Худжирт"",""Khujirt"",""46.93:102.78"",""Asia/Ulaanbaatar"",""Mongolia"""
"HKA,""city"",""Блайтвилл"",""Blytheville"",""35.9272953:-89.9189753"",,""United States"""
"HKB,""city"",""Хили Лейк"",""Healy Lake"",""63.87:-148.97"",""America/Detroit"",""United States"""
"HKD,""city"",""Хакодате"",""Hakodate"",""41.7687933:140.7288103"",""Asia/Tokyo"",""Japan"""
"HKG,""city"",""Гонконг"",""Hong Kong"",""22.2478599:114.2033843"",""Asia/Hong_Kong"",""Hong Kong"""
"HKK,""city"",""Хокитика"",""Hokitika"",""-42.7173686:170.9665427"",""Pacific/Auckland"",""New Zealand"""
"HKN,""city"",""Хоскинс"",""Hoskins"",""-5.461667:150.405"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"HKT,""city"",""Пхукет"",""Phuket"",""7.9843109:98.3307468"",""Asia/Bangkok"",""Thailand"""
"HKV,""city"",""Хасково"",""Haskovo"",""41.9312769:25.5572129"",""Europe/Sofia"",""Bulgaria"""
"HKY,""city"",""Хикори"",""Hickory"",""35.7331878:-81.3411974"",""America/Chicago"",""United States"""
"HLA,""city"",""Лансериа"",""Lanseria"",""-25.94:27.93"",""-2.0"",""South Africa"""
"HLB,""city"",""Батсвилл"",""Batesville"",""39.3000511:-85.222184"",""America/Chicago"",""United States"""
"HLC,""city"",""Хилл Сити"",""Hill City"",""39.3647281:-99.8420649"",""America/New_York"",""United States"""
"HLD,""city"",""Хайлар"",""Hailar"",""49.2122:119.736406"",""Asia/Harbin"",""China"""
"HLF,""city"",""Хултсфред"",""Hultsfred"",""57.53:15.82"",""Europe/Stockholm"",""Sweden"""
"HLG,""city"",""Уилинг"",""Wheeling"",""40.0639616:-80.7209149"",""America/Chicago"",""United States"""
"HLH,""city"",""Уланхот"",""Ulanhot"",""46.19:122.01"",""Asia/Kashgar"",""China"""
"HLI,""city"",""Холлистер"",""Hollister"",""36.8524545:-121.4016021"",""America/New_York"",""United States"""
"HLL,""city"",""Хиллсайд"",""Hillside"",""-21.72:119.44"",""Australia/Perth"",""Australia"""
"HLM,""city"",""Голландия"",""Holland"",""42.7875235:-86.1089301"",""America/Indiana/Knox"",""United States"""
"HLN,""city"",""Хелена"",""Helena"",""34.58:-90.68"",""America/Chicago"",""United States"""
"HLS,""city"",""Сант Хеленс"",""St Helens"",""-41.34:148.28"",""Europe/London"",""Australia"""
"HLT,""city"",""Хамильтон"",""Hamilton"",""-37.65:142.07"",""Australia/Adelaide"",""Australia"""
"HLU,""city"",""Уаилу"",""Houailou"",""-21.287307:165.633846"",""Pacific/Noumea"",""New Caledonia"""
"HLV,""city"",""Хеленвейл"",""Helenvale"",""-15.69:145.21"",""Australia/Brisbane"",""Australia"""
"HLW,""city"",""Хлухлуве"",""Hluhluwe"",""-28.0333333:32.2833333"",""Africa/Johannesburg"",""South Africa"""
"HLY,""city"",""Холилэд"",""Holyhead"",,""Europe/London"",""United Kingdom"""
"HLZ,""city"",""Гамильтон"",""Hamilton"",""-37.7870012:175.279253"",""Pacific/Auckland"",""New Zealand"""
"HMA,""city"",""Ханты-Мансийск"",""Khanty-Mansiysk"",""61.0007896:69.0062406"",""Asia/Yekaterinburg"",""Russia"""
"HME,""city"",""Хасси Мессауд"",""Hassi Messaoud"",""31.679279:6.07281"",""Africa/Algiers"",""Algeria"""
"HMG,""city"",""Херманнсберг"",""Hermannsburg"",""-23.9530118:132.7730134"",""Africa/Johannesburg"",""Australia"""
"HMI,""city"",""Хами"",""Hami"",""42.818501:93.514917"",""Asia/Urumqi"",""China"""
"HMJ,""city"",""Хмельницкий"",""Khmelnitskiy"",""49.422983:26.987133"",""Europe/Simferopol"",""Ukraine"""
"HMO,""city"",""Эрмосильо"",""Hermosillo"",""29.0891857:-110.9613299"",""America/Hermosillo"",""Mexico"""
"HMR,""city"",""Хамар"",""Hamar"",""60.82:11.07"",""Europe/Oslo"",""Norway"""
"HMT,""city"",""Хемет"",""Hemet"",""33.7475203:-116.9719684"",""America/Los_Angeles"",""United States"""
"HMV,""city"",""Хемаван"",""Hemavan"",""65.81:15.08"",""Europe/Stockholm"",""Sweden"""
"HNA,""city"",""Ханамаки"",""Hanamaki"",""39.3885784:141.1166453"",""Asia/Tokyo"",""Japan"""
"HNB,""city"",""Хантингберг"",""Huntingburg"",""38.2989422:-86.9549971"",""America/Indiana/Vincennes"",""United States"""
"HNC,""city"",""Хаттерас"",""Hatteras"",""35.2193424:-75.6901606"",""America/New_York"",""United States"""
"HNE,""city"",""Тахнета Пасс Лодж"",""Tahneta Pass Lodge"",""61.9:-147.3"",""America/New_York"",""United States"""
"HNG,""city"",""Ианген"",""Hienghene"",""-20.6880978:164.9435279"",""Pacific/Noumea"",""New Caledonia"""
"HNH,""city"",""Хуна"",""Hoonah"",""58.11:-135.4436111"",""America/Juneau"",""United States"""
"HNI,""city"",""Хейвени"",""Heiweni"",""-7.4:146.47"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"HNK,""city"",""Остров Хинчайнбрук"",""Hinchinbrook Island"",""-18.3362903:146.2258805"",""Australia/Brisbane"",""Australia"""
"HNL,""city"",""Гонолулу"",""Honolulu"",""21.3069444:-157.8583333"",""Pacific/Honolulu"",""United States"""
"HNM,""city"",""Хана"",""Hana"",""20.77:-155.9941667"",""Pacific/Honolulu"",""United States"""
"HNN,""city"",,""Honinabi"",""-6.23:142.17"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"HNS,""city"",""Хайнс"",""Haines"",""59.2358333:-135.445"",""America/New_York"",""United States"""
"HNX,""city"",""Ханна"",""Hanna"",""41.867:-106.565"",""America/Toronto"",""United States"""
"HNY,""city"",""Хэнъян"",""Hengyang"",""26.89384:112.5719"",""Asia/Chongqing"",""China"""
"HOA,""city"",""Хола"",""Hola"",""-1.52:40.0"",""Africa/Nairobi"",""Kenya"""
"HOB,""city"",""Хоббс"",""Hobbs"",""32.7026116:-103.1360403"",""America/New_York"",""United States"""
"HOC,""city"",""Комако"",""Komako"",""-7.42:145.88"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"HOD,""city"",""Ходейда"",""Hodeidah"",""14.8022222:42.9511111"",""Asia/Aden"",""Yemen"""
"HOE,""city"",""Хауэисей"",""Houeisay"",""20.498888:103.75014"",""Asia/Vientiane"",""Laos"""
"HOF,""city"",""Алахса"",""Alahsa"",""25.29:49.49"",""Asia/Riyadh"",""Saudi Arabia"""
"HOG,""city"",""Ольгин"",""Holguin"",""20.8886111:-76.2572222"",""America/Havana"",""Cuba"""
"HOH,""city"",""Хоэнемс"",""Hohenems"",""47.36081:9.68671"",""Europe/Vienna"",""Austria"""
"HOI,""city"",""Хао Айленд"",""Hao Island"",""-18.07:-140.95"",""Pacific/Tahiti"",""French Polynesia"""
"HOK,""city"",""Хукер Крик"",""Hooker Creek"",""-18.33:130.64"",""Australia/Darwin"",""Australia"""
"HOL,""city"",""Холикачу"",""Holikachu"",""62.9:-159.52"",""America/Nome"",""United States"""
"HOM,""city"",""Хомер"",""Homer"",""59.6425:-151.5483333"",""America/New_York"",""United States"""
"HON,""city"",""Гурон"",""Huron"",""44.3633173:-98.2142572"",""America/Indiana/Indianapolis"",""United States"""
"HOO,""city"",""Кваньдук"",""Quanduc"",""11.98:107.57"",""Asia/Ho_Chi_Minh"",""Vietnam"""
"HOP,""city"",""Хопкинсвилль"",""Hopkinsville"",,""America/Chicago"",""United States"""
"HOQ,""city"",""Хоф"",""Hof"",""50.31658:11.913471"",""Europe/Berlin"",""Germany"""
"HOR,""city"",""Хорта"",""Horta"",""38.52:-28.72"",""Atlantic/Azores"",""Portugal"""
"HOS,""city"",""Чос-Малаль"",""Chos Malal"",""-37.3793945:-70.2700043"",""America/Argentina/Salta"",""Argentina"""
"HOT,""city"",""Хот Спрингс"",""Hot Springs"",""34.5037004:-93.0551795"",""America/Chicago"",""United States"""
"HOV,""city"",""Остра-Вольда"",""Orsta-Volda"",""62.18:6.07"",""Europe/Oslo"",""Norway"""
"HOW,""city"",""Форт Коббе"",""Fort Kobbe"",,""America/Panama"",""Panama"""
"HOX,""city"",""Хомалин"",""Homalin"",""24.8841785:94.9208134"",""Asia/Rangoon"",""Myanmar"""
"HOY,""city"",""Хой-Айленд"",""Hoy Island"",""58.78:-3.22"",""Europe/London"",""United Kingdom"""
"HPB,""city"",""Хупер Бэй"",""Hooper Bay"",""61.5311111:-166.0966666"",""America/Nome"",""United States"""
"HPE,""city"",""Хоп Вейл"",""Hope Vale"",""-15.2947395:145.1122306"",""America/Grenada"",""Australia"""
"HPH,""city"",""Хайфон"",""Haiphong"",""20.861361:106.679802"",""Asia/Ho_Chi_Minh"",""Vietnam"""
"HPP,""city"",""Пойпет"",""Poipet"",,,""Cambodia"""
"HPT,""city"",""Хэмптон"",""Hampton"",""42.7419176:-93.2024233"",""America/Chicago"",""United States"""
"HPV,""city"",""Принсевилл"",""Princeville"",""22.2236111:-159.4852778"",,""United States"""
"HPY,""city"",""Бейтаун"",""Baytown"",""29.7355047:-94.9774274"",""America/Chicago"",""United States"""
"HQM,""city"",""Хокиам"",""Hoquiam"",""46.9809247:-123.8893348"",""America/Los_Angeles"",""United States"""
"HRA,""city"",""Мансехра"",""Mansehra"",""34.3333333:73.2"",""Asia/Karachi"",""Pakistan"""
"HRB,""city"",""Харбин"",""Harbin"",""45.803775:126.534967"",""Asia/Harbin"",""China"""
"HRC,""city"",""Жайрем"",""Zhairem"",""48.3375:70.1691667"",""Asia/Almaty"",""Kazakhstan"""
"HRE,""city"",""Хараре"",""Harare"",""-17.82922:31.053961"",""Africa/Harare"",""Zimbabwe"""
"HRG,""city"",""Хургада"",""Hurghada"",""27.2577778:33.8116667"",""Africa/Cairo"",""Egypt"""
"HRJ,""city"",""Чаурджхари"",""Chaurjhari"",""28.0:83.83"",""Asia/Kathmandu"",""Nepal"""
"HRK,""city"",""Харьков"",""Kharkov"",""49.9935:36.230383"",""Europe/Zaporozhye"",""Ukraine"""
"HRL,""city"",""Харлинген"",""Harlingen"",""26.1906306:-97.6961026"",""America/Chicago"",""United States"""
"HRN,""city"",""Херон-Айленд"",""Heron Island"",,,""Australia"""
"HRO,""city"",""Харрисон"",""Harrison"",""36.2297936:-93.1076765"",""America/Chicago"",""United States"""
"HRR,""city"",""Херрера"",""Herrera"",""3.22:-75.85"",""America/Bogota"",""Colombia"""
"HRS,""city"",""Харрисмит"",""Harrismith"",""-28.24:29.11"",""Africa/Johannesburg"",""South Africa"""
"HRT,""city"",""Харрогейт"",""Harrogate"",""53.990615:-1.5391117"",""Europe/London"",""United Kingdom"""
"HRY,""city"",""Хенбари"",""Henbury"",""-24.58:133.24"",""Australia/Darwin"",""Australia"""
"HRZ,""city"",""Оризонти"",""Horizontina"",""-27.6301004:-54.3072221"",""America/Sao_Paulo"",""Brazil"""
"HSB,""city"",""Гаррисберг"",""Harrisburg"",""40.22:-76.85"",""America/Chicago"",""United States"""
"HSC,""city"",""Шаогуань"",""Shaoguan"",""24.810403:113.597522"",""Asia/Chongqing"",""China"""
"HSG,""city"",""Сага"",""Saga"",""33.263482:130.3008576"",""Asia/Tokyo"",""Japan"""
"HSH,""city"",""Хендерсон"",""Henderson"",""36.033669:-115.002364"",,""United States"""
"HSI,""city"",""Хейстингс"",""Hastings"",""40.5891667:-98.3916667"",""America/New_York"",""United States"""
"HSK,""city"",""Уэска"",""Huesca"",""42.1401024:-0.408898"",,""Spain"""
"HSL,""city"",""Хаслия"",""Huslia"",""65.698611:-156.3997222"",""America/Nome"",""United States"""
"HSM,""city"",""Хоршам"",""Horsham"",""-36.7:142.2"",""Australia/Adelaide"",""Australia"""
"HSN,""city"",""Чжоушань"",""Zhoushan"",""29.985451:122.206604"",""Asia/Shanghai"",""China"""
"HSP,""city"",""Хот Спрингс"",""Hot Springs"",""37.999444:-79.831944"",""America/Chicago"",""United States"""
"HSS,""city"",""Хиссар"",""Hissar"",""29.18:75.76"",""Asia/Kolkata"",""India"""
"HST,""city"",""Хоумстэд"",""Homestead"",,""America/Chicago"",""United States"""
"HSV,""city"",""Хантсвилл"",""Huntsville"",""34.7303688:-86.5861037"",""America/Chicago"",""United States"""
"HSZ,""city"",""Синьчжу"",""Hsinchu"",""24.8039455:120.9646866"",""Asia/Taipei"",""Taiwan"""
"HTA,""city"",""Чита"",""Chita"",""52.0454291:113.4986269"",""Asia/Yakutsk"",""Russia"""
"HTB,""city"",""Терре-де-Бас"",""Terre-de-Bas"",""15.83:-61.62"",""America/Guadeloupe"",""Guadeloupe"""
"HTF,""city"",""Хартфилд"",""Hatfield"",""51.762719:-0.2247092"",""Europe/London"",""United Kingdom"""
"HTG,""city"",""Хатанга"",""Hatanga"",""71.98:102.49"",""Europe/Kaliningrad"",""Russia"""
"HTH,""city"",""Хоуторн"",""Hawthorne"",""33.92:-118.34"",""America/New_York"",""United States"""
"HTI,""city"",""Гамильтон Айленд"",""Hamilton Island"",""-20.3522438:148.9603506"",""Australia/Lindeman"",""Australia"""
"HTL,""city"",""Хоунтон"",""Houghton"",""44.36:-84.67"",""America/Chicago"",""United States"""
"HTM,""city"",""Хатгаи"",""Khatgal"",,,""Mongolia"""
"HTN,""city"",""Хотан"",""Hotan"",""37.04:79.86"",""Asia/Kashgar"",""China"""
"HTO,""city"",""Восток Хамптон"",""East Hampton"",""40.9634335:-72.1848009"",""America/Chicago"",""United States"""
"HTR,""city"",""Хатэрума"",""Hateruma"",""24.0666667:123.7833333"",""Asia/Tokyo"",""Japan"""
"HTS,""city"",""Хантингтон"",""Huntington"",""38.4192496:-82.445154"",""America/Chicago"",""United States"""
"HTU,""city"",""Хоптаун"",""Hopetoun"",""-35.7277152:142.3635906"",""Australia/Perth"",""Australia"""
"HTW,""city"",""Хантингтон"",""Huntington"",""38.42:-82.49"",""America/Indiana/Vevay"",""United States"""
"HTY,""city"",""Антакия"",""Antakya"",""36.2:36.15"",""Europe/Istanbul"",""Turkey"""
"HTZ,""city"",""Ато Коросаль"",""Hato Corozal"",""6.158398:-71.766273"",""America/Bogota"",""Colombia"""
"HUB,""city"",""Хумберт Ривер"",""Humbert River"",""-16.49:130.63"",""Australia/Darwin"",""Australia"""
"HUC,""city"",""Хумакао"",""Humacao"",""18.15:-65.83"",""America/Puerto_Rico"",""Puerto Rico"""
"HUD,""city"",""Хумбольдт"",""Humboldt"",""40.17:-95.95"",""America/Chicago"",""United States"""
"HUE,""city"",""Хумера"",""Humera"",""14.25:36.58"",""Africa/Addis_Ababa"",""Ethiopia"""
"HUF,""city"",""Терре-Хот"",""Terre Haute"",""39.4667034:-87.4139092"",""America/Indiana/Indianapolis"",""United States"""
"HUG,""city"",""Уэуэтенанго"",""Huehuetenango"",""15.5879914:-91.6760691"",""America/Guatemala"",""Guatemala"""
"HUH,""city"",""Хуахайн"",""Huahine"",""-16.69:-151.03"",""Pacific/Tahiti"",""French Polynesia"""
"HUI,""city"",""Хуэ"",""Hue"",""16.463461:107.584702"",""Asia/Ho_Chi_Minh"",""Vietnam"""
"HUJ,""city"",""Хьюго"",""Hugo"",""34.01066:-95.5096821"",""America/Chicago"",""United States"""
"HUK,""city"",""Хукунтси"",""Hukuntsi"",""-23.99:21.76"",""Africa/Gaborone"",""Botswana"""
"HUL,""city"",""Хоултон"",""Houlton"",""46.1261637:-67.8402961"",""America/New_York"",""United States"""
"HUM,""city"",""Хаума"",""Houma"",""29.5957696:-90.7195348"",""America/Chicago"",""United States"""
"HUN,""city"",""Хуалиен"",""Hualien"",""24.02:121.62"",""Asia/Taipei"",""Taiwan"""
"HUQ,""city"",""Хун"",""Houn"",""29.12109:15.94069"",""Asia/Ho_Chi_Minh"",""Libya"""
"HUS,""city"",""Хьюс"",""Hughes"",""66.0488889:-154.2555556"",""America/Indiana/Knox"",""United States"""
